2026-01-17 16:17:45,356 | INFO | treinamento | ===== INICIO DA EXECUCAO =====
2026-01-18 18:51:51,071 | INFO | azure.core.pipeline.policies.http_logging_policy | Request URL: 'https://techchallfase201.blob.core.windows.net/modelos/lr_model.pkl'
Request method: 'PUT'
Request headers:
    'Content-Length': '927'
    'x-ms-blob-type': 'REDACTED'
    'x-ms-version': 'REDACTED'
    'Content-Type': 'application/octet-stream'
    'Accept': 'application/xml'
    'User-Agent': 'azsdk-python-storage-blob/12.28.0 Python/3.13.6 (Windows-11-10.0.26100-SP0)'
    'x-ms-date': 'REDACTED'
    'x-ms-client-request-id': 'e53dda79-f4b7-11f0-ab97-5ccd5b28154e'
    'Authorization': 'REDACTED'
A body is sent with the request
2026-01-18 18:51:51,124 | INFO | azure.core.pipeline.policies.http_logging_policy | Response status: 201
Response headers:
    'Content-Length': '0'
    'Content-MD5': 'REDACTED'
    'Last-Modified': 'Sun, 18 Jan 2026 21:51:51 GMT'
    'ETag': '"0x8DE56DBC96D58E4"'
    'Server': 'Windows-Azure-Blob/1.0 Microsoft-HTTPAPI/2.0'
    'x-ms-request-id': 'af4b823a-601e-000e-37c4-88b0a6000000'
    'x-ms-client-request-id': 'e53dda79-f4b7-11f0-ab97-5ccd5b28154e'
    'x-ms-version': 'REDACTED'
    'x-ms-content-crc64': 'REDACTED'
    'x-ms-request-server-encrypted': 'REDACTED'
    'Date': 'Sun, 18 Jan 2026 21:51:50 GMT'
2026-01-18 18:51:51,133 | INFO | azure.core.pipeline.policies.http_logging_policy | Request URL: 'https://techchallfase201.blob.core.windows.net/modelos/rf_model.pkl'
Request method: 'PUT'
Request headers:
    'Content-Length': '2368473'
    'x-ms-blob-type': 'REDACTED'
    'x-ms-version': 'REDACTED'
    'Content-Type': 'application/octet-stream'
    'Accept': 'application/xml'
    'User-Agent': 'azsdk-python-storage-blob/12.28.0 Python/3.13.6 (Windows-11-10.0.26100-SP0)'
    'x-ms-date': 'REDACTED'
    'x-ms-client-request-id': 'e5474a9e-f4b7-11f0-b14d-5ccd5b28154e'
    'Authorization': 'REDACTED'
A body is sent with the request
2026-01-18 18:51:51,450 | INFO | azure.core.pipeline.policies.http_logging_policy | Response status: 201
Response headers:
    'Content-Length': '0'
    'Content-MD5': 'REDACTED'
    'Last-Modified': 'Sun, 18 Jan 2026 21:51:51 GMT'
    'ETag': '"0x8DE56DBC9A25DFE"'
    'Server': 'Windows-Azure-Blob/1.0 Microsoft-HTTPAPI/2.0'
    'x-ms-request-id': 'af4b8271-601e-000e-67c4-88b0a6000000'
    'x-ms-client-request-id': 'e5474a9e-f4b7-11f0-b14d-5ccd5b28154e'
    'x-ms-version': 'REDACTED'
    'x-ms-content-crc64': 'REDACTED'
    'x-ms-request-server-encrypted': 'REDACTED'
    'Date': 'Sun, 18 Jan 2026 21:51:50 GMT'
2026-01-18 18:51:51,463 | INFO | azure.core.pipeline.policies.http_logging_policy | Request URL: 'https://techchallfase201.blob.core.windows.net/modelos/rf_optimized.pkl'
Request method: 'PUT'
Request headers:
    'Content-Length': '2412041'
    'x-ms-blob-type': 'REDACTED'
    'x-ms-version': 'REDACTED'
    'Content-Type': 'application/octet-stream'
    'Accept': 'application/xml'
    'User-Agent': 'azsdk-python-storage-blob/12.28.0 Python/3.13.6 (Windows-11-10.0.26100-SP0)'
    'x-ms-date': 'REDACTED'
    'x-ms-client-request-id': 'e5799923-f4b7-11f0-ba86-5ccd5b28154e'
    'Authorization': 'REDACTED'
A body is sent with the request
2026-01-18 18:51:51,718 | INFO | azure.core.pipeline.policies.http_logging_policy | Response status: 201
Response headers:
    'Content-Length': '0'
    'Content-MD5': 'REDACTED'
    'Last-Modified': 'Sun, 18 Jan 2026 21:51:51 GMT'
    'ETag': '"0x8DE56DBC9CAEE05"'
    'Server': 'Windows-Azure-Blob/1.0 Microsoft-HTTPAPI/2.0'
    'x-ms-request-id': 'af4b8380-601e-000e-58c4-88b0a6000000'
    'x-ms-client-request-id': 'e5799923-f4b7-11f0-ba86-5ccd5b28154e'
    'x-ms-version': 'REDACTED'
    'x-ms-content-crc64': 'REDACTED'
    'x-ms-request-server-encrypted': 'REDACTED'
    'Date': 'Sun, 18 Jan 2026 21:51:50 GMT'
2026-01-18 18:51:51,733 | INFO | azure.core.pipeline.policies.http_logging_policy | Request URL: 'https://techchallfase201.blob.core.windows.net/modelos/scaler.pkl'
Request method: 'PUT'
Request headers:
    'Content-Length': '1127'
    'x-ms-blob-type': 'REDACTED'
    'x-ms-version': 'REDACTED'
    'Content-Type': 'application/octet-stream'
    'Accept': 'application/xml'
    'User-Agent': 'azsdk-python-storage-blob/12.28.0 Python/3.13.6 (Windows-11-10.0.26100-SP0)'
    'x-ms-date': 'REDACTED'
    'x-ms-client-request-id': 'e5a2ac5a-f4b7-11f0-a9c9-5ccd5b28154e'
    'Authorization': 'REDACTED'
A body is sent with the request
2026-01-18 18:51:51,788 | INFO | azure.core.pipeline.policies.http_logging_policy | Response status: 201
Response headers:
    'Content-Length': '0'
    'Content-MD5': 'REDACTED'
    'Last-Modified': 'Sun, 18 Jan 2026 21:51:51 GMT'
    'ETag': '"0x8DE56DBC9D2D45C"'
    'Server': 'Windows-Azure-Blob/1.0 Microsoft-HTTPAPI/2.0'
    'x-ms-request-id': 'af4b8474-601e-000e-40c4-88b0a6000000'
    'x-ms-client-request-id': 'e5a2ac5a-f4b7-11f0-a9c9-5ccd5b28154e'
    'x-ms-version': 'REDACTED'
    'x-ms-content-crc64': 'REDACTED'
    'x-ms-request-server-encrypted': 'REDACTED'
    'Date': 'Sun, 18 Jan 2026 21:51:50 GMT'
